customer_id,segment
900,0
901,1
902,1
903,0
904,3
906,0
907,0
908,1
910,2
911,1
912,2
913,2
914,3
915,2
916,1
917,3
918,1
919,1
920,1
921,3
922,1
923,2
924,1
926,1
927,1
929,0
930,3
931,1
932,1
933,2
934,1
935,3
936,1
937,1
938,1
939,1
940,2
941,3
942,2
943,1
944,2
945,1
946,2
947,1
948,1
949,3
950,1
951,1
952,3
953,1
954,2
955,2
956,1
958,1
959,0
960,1
961,2
962,1
963,2
964,3
965,1
966,1
967,2
968,0
969,2
970,0
971,1
972,1
973,1
974,2
975,1
976,1
977,2
978,1
979,1
980,3
981,1
982,1
983,2
984,1
985,1
986,2
989,2
990,2
991,1
992,1
993,2
994,1
995,1
996,0
997,2
998,2
1000,2
1001,3
1002,0
1003,0
1004,3
1005,2
1006,1
1007,3
1008,3
1009,2
1010,1
1011,0
1012,3
1013,1
1014,1
1015,2
1016,1
1017,3
1018,1
1019,0
1020,1
1021,2
1022,2
1023,1
1025,1
1026,1
1027,1
1028,3
1029,1
1030,0
1031,0
1032,1
1033,0
1034,1
1035,1
1036,2
1037,1
1038,2
1039,3
1040,0
1041,0
1042,0
1044,1
1045,2
1046,1
1047,2
1048,1
1049,1
1050,0
1051,3
1052,1
1053,2
1054,1
1055,2
1056,1
1057,1
1058,2
1059,2
1060,2
1061,1
1062,2
1063,3
1064,0
1065,0
1066,1
1067,1
1068,0
1069,3
1070,2
1071,0
1072,2
1074,3
1075,1
1076,3
1078,1
1079,2
1080,2
1081,2
1082,3
1083,1
1084,2
1085,2
1086,2
1087,2
1088,2
1089,1
1090,1
1092,1
1094,1
1095,3
1096,2
1097,1
1098,3
1099,0
1100,3
1101,3
1102,1
1103,3
1104,3
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,0
1113,1
1114,2
1115,2
1116,2
1118,3
1119,1
1120,1
1121,3
1122,2
1123,3
1124,0
1125,1
1126,2
1127,1
1128,2
1129,0
1130,2
1131,0
1132,1
1133,2
1134,0
1135,1
1136,2
1137,0
1138,1
1139,1
1140,0
1141,1
1142,1
1143,0
1144,2
1145,2
1146,1
1148,3
1149,3
1150,1
1151,3
1152,1
1153,1
1154,1
1155,1
1156,0
1157,1
1158,3
1159,2
1160,0
1161,1
1162,2
1163,3
1164,0
1166,1
1167,0
1168,1
1169,3
1170,1
1171,1
1172,0
1173,3
1174,0
1175,3
1176,1
1177,1
1178,1
1179,2
1180,2
1181,1
1182,1
1183,1
1184,2
1185,2
1186,0
1187,0
1188,3
1189,0
1190,0
1191,1
1192,0
1193,1
1194,2
1195,1
1196,0
1197,3
1198,1
1199,0
1200,3
1202,0
1203,1
1204,2
1205,1
1206,2
1207,3
1208,3
1209,3
1210,3
1211,0
1212,2
1213,1
1214,3
1215,2
1216,2
1217,1
1218,1
1219,3
1220,1
1221,1
1222,3
1223,1
1224,2
1225,2
1226,3
1227,1
1228,2
1229,1
1230,2
1232,1
1233,3
1234,2
1235,1
1236,1
1237,3
1238,2
1239,2
1240,1
1241,2
1243,2
1244,1
1245,0
1246,0
1247,1
1248,3
1249,0
1250,0
1251,1
1252,1
1254,1
1255,1
1256,3
1257,2
1258,3
1261,1
1262,1
1263,2
1264,0
1265,2
1266,0
1267,0
1268,3
1269,0
1270,3
1271,1
1272,1
1273,3
1274,1
1275,2
1276,2
1277,1
1278,2
1279,0
1280,2
1281,1
1282,1
1283,1
1284,3
1285,2
1286,2
1287,1
1288,2
1289,0
1290,3
1291,1
1292,0
1293,2
1294,0
1295,1
1296,1
1298,2
1299,1
1300,1
1301,3
1302,3
1303,1
1304,1
1305,1
1306,0
1307,3
1308,2
1309,0
1310,3
1311,2
1312,2
1313,1
1314,0
1315,1
1316,2
1317,2
1318,1
1319,0
1320,0
1321,1
1322,2
1323,0
1324,0
1325,1
1326,1
1327,1
1328,1
1329,0
1330,3
1331,1
1333,1
1334,3
1335,3
1336,1
1337,2
1338,0
1339,2
1340,2
1341,0
1342,3
1343,2
1344,1
1345,1
1346,1
1347,2
1348,1
1349,1
1350,2
1352,1
1353,2
1354,0
1355,1
1356,1
1357,2
1358,2
1359,2
1360,0
1361,1
1362,1
1363,2
1364,1
1365,2
1366,1
1367,1
1369,1
1370,2
1371,1
1372,1
1373,1
1374,3
1375,1
1376,1
1377,0
1378,1
1379,0
1380,2
1381,0
1382,2
1383,1
1384,0
1385,2
1386,1
1387,1
1388,0
1389,0
1390,0
1391,0
1392,1
1394,1
1396,3
1397,1
1398,3
1399,0
1400,2
1401,0
1402,2
1403,1
1404,1
1405,0
1407,2
1408,3
1409,1
1410,0
1411,2
1412,1
1413,1
1414,2
1415,1
1416,3
1417,2
1418,1
1419,1
1420,1
1422,0
1424,1
1425,0
1426,3
1427,2
1428,0
1429,3
1430,1
1431,0
1432,3
1434,1
1435,1
1436,2
1437,3
1438,2
1439,3
1440,2
1441,2
1443,1
1444,1
1447,3
1448,1
1449,1
1450,2
1451,2
1452,1
1453,1
1455,1
1456,2
1457,1
1458,0
1459,0
1460,2
1461,2
1462,0
1463,2
1464,0
1465,1
1466,2
1467,1
1468,0
1469,3
1470,1
1471,2
1472,2
1473,2
1474,2
1475,1
1476,3
1477,1
1478,2
1479,2
1480,1
1481,3
1482,2
1484,1
1485,3
1486,0
1487,0
1488,2
1489,1
1490,0
1491,0
1492,2
1494,1
1495,2
1496,0
1497,1
1498,0
1499,3
1501,1
1502,1
1503,2
1504,3
1505,1
1506,1
1507,0
1508,2
1509,1
1510,0
1511,0
1514,1
1515,3
1516,2
1518,0
1519,1
1520,2
1521,2
1522,2
1523,2
1524,2
1525,2
1526,2
1527,0
1528,0
1530,1
1531,2
1532,1
1533,1
1534,3
1535,1
1536,1
1537,2
1538,2
1539,1
1540,2
1541,1
1542,2
1543,1
1544,1
1545,2
1546,1
1547,0
1549,0
1550,0
1551,3
1552,3
1553,0
1554,1
1555,1
1556,3
1558,1
1559,0
1560,1
1561,3
1562,2
1563,2
1565,1
1566,1
1567,0
1568,0
1569,0
1570,1
1571,3
1572,2
1573,0
1574,1
1575,0
1576,0
1577,2
1578,2
1579,1
1580,0
1581,0
1582,1
1583,3
1584,1
1585,0
1586,1
1587,3
1588,1
1589,1
1590,1
1592,2
1593,0
1594,0
1596,1
1597,1
1598,0
1599,2
1600,0
1601,1
1602,1
1603,0
1604,1
1605,2
1606,3
1607,1
1608,1
1609,0
1610,1
1611,1
1612,2
1613,0
1614,2
1615,0
1616,1
1617,2
1618,2
1619,0
1620,1
1621,2
1622,2
1623,3
1624,1
1626,1
1627,1
1628,1
1629,1
1630,1
1631,0
1632,1
1634,1
1635,1
1637,2
1638,2
1639,3
1640,3
1642,0
1643,3
1644,1
1645,2
1646,1
1647,1
1648,0
1649,1
1650,0
1651,3
1652,2
1653,2
1654,0
1655,1
1656,2
1658,1
1659,0
1660,0
1661,2
1662,1
1663,3
1664,1
1665,1
1666,3
1667,1
1668,1
1669,1
1670,2
1671,1
1672,1
1673,1
1674,0
1675,1
1676,1
1677,2
1678,1
1679,1
1680,2
1681,1
1682,3
1683,1
1684,0
1685,1
1686,0
1687,2
1688,1
1689,3
1690,1
1692,1
1693,2
1694,1
1696,0
1697,2
1698,2
1699,3
1700,1
1701,1
1702,1
1703,1
1704,1
1705,3
1706,1
1708,1
1709,3
1710,1
1712,1
1713,2
1714,3
1715,0
1716,0
1719,3
1720,2
1721,0
1722,1
1723,1
1725,2
1726,1
1727,2
1728,0
1729,3
1730,1
1731,0
1732,0
1733,0
1734,1
1735,0
1736,3
1737,1
1738,0
1739,0
1740,0
1741,2
1742,3
1744,0
1745,1
1746,2
1747,0
1748,1
1750,2
1751,2
1752,1
1753,1
1754,2
1755,1
1756,1
1758,1
1759,1
1760,2
1761,1
1762,0
1763,0
1765,3
1766,1
1767,3
1768,1
1769,2
1770,3
1771,3
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,3
1780,1
1781,1
1782,2
1783,1
1784,1
1785,0
1786,1
1787,0
1788,2
1789,1
1790,0
1791,1
1792,3
1793,1
1794,3
1795,2
1796,3
1797,2
1798,3
1799,2
1800,3
1801,2
1802,3
1803,1
1804,1
1805,1
1806,1
1807,3
1808,0
1809,2
1810,3
1811,0
1812,1
1814,0
1815,1
1816,0
1817,2
1818,2
1819,1
1820,1
1821,0
1824,1
1825,2
1826,0
1827,2
1828,2
1829,1
1830,0
1831,1
1832,1
1833,3
1834,1
1835,2
1836,2
1837,1
1838,1
1839,1
1840,1
1841,1
1842,2
1843,2
1844,2
1845,1
1846,0
1847,1
1848,2
1849,2
1850,2
1851,0
1852,1
1853,2
1854,1
1855,0
1856,2
1857,1
1858,2
1859,3
1861,3
1862,2
1863,3
1864,1
1865,2
1866,2
1867,3
1868,2
1869,1
1870,2
1871,2
1872,3
1873,1
1874,3
1875,1
1876,1
1877,0
1878,1
1879,2
1880,0
1881,2
1882,3
1884,0
1885,1
1886,1
1887,0
1888,1
1889,1
1890,0
1891,2
1893,1
1894,0
1895,0
1896,0
1897,2
1898,1
1899,1
1900,0
1901,2
1902,1
1903,2
1904,3
1905,1
1906,3
1907,1
1908,1
1909,2
1910,2
1911,1
1912,0
1913,2
1914,1
1915,2
1916,1
1917,1
1918,0
1920,2
1921,1
1922,1
1923,2
1924,2
1925,3
1926,0
1927,2
1928,2
1929,3
1930,0
1931,1
1932,0
1933,0
1934,1
1935,1
1936,1
1937,3
1938,1
1939,1
1940,3
1941,1
1942,3
1944,2
1945,0
1946,3
1947,3
1948,0
1949,1
1950,2
1951,1
1952,1
1954,2
1955,0
1956,2
1957,2
1958,1
1959,3
1960,0
1961,0
1962,3
1963,3
1964,0
1965,1
1967,3
1968,1
1969,3
1970,0
1971,0
1972,0
1973,1
1974,1
1975,3
1976,1
1977,2
1978,1
1980,1
1981,0
1982,1
1983,1
1984,1
1985,2
1986,2
1987,2
1988,2
1989,1
1990,3
1991,0
1992,1
1993,3
1994,3
1995,2
1997,1
1998,2
1999,0
2000,3
2001,0
2002,0
2003,0
2004,2
2005,1
2006,1
2007,0
2008,1
2009,1
2010,1
2011,2
2012,3
2013,1
2014,2
2015,2
2016,3
2017,0
2018,3
2019,3
2020,0
2021,1
2022,2
2023,3
2024,1
2025,3
2026,3
2027,2
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2035,1
2036,1
2037,3
2038,1
2039,1
2040,1
2041,2
2042,2
2043,2
2044,1
2045,1
2046,1
2047,2
2048,3
2049,1
2050,3
2051,2
2052,2
2053,2
2054,1
2055,2
2056,3
2057,0
2059,1
2060,1
2061,1
2062,0
2063,1
2064,1
2065,1
2066,1
2067,1
2068,0
2069,0
2070,3
2071,1
2072,0
2073,3
2074,1
2075,1
2076,0
2077,3
2078,3
2079,3
2080,1
2081,1
2082,1
2083,1
2084,0
2086,1
2087,2
2088,2
2089,2
2090,3
2091,0
2092,3
2093,2
2095,1
2096,3
2097,1
2098,0
2099,1
2100,1
2101,1
2102,3
2103,1
2104,1
2105,0
2107,3
2108,2
2109,0
2110,1
2111,3
2112,2
2113,3
2114,2
2115,3
2116,2
2117,3
2118,1
2119,2
2120,2
2121,1
2122,1
2125,1
2126,0
2127,1
2128,1
2129,0
2130,1
2131,3
2132,2
2133,0
2134,1
2135,2
2136,1
2137,0
2138,0
2139,1
2141,0
2142,2
2143,0
2144,0
2145,1
2146,0
2147,1
2148,2
2149,2
2150,0
2151,1
2152,0
2153,1
2154,1
2155,1
2156,2
2157,0
2158,1
2159,0
2160,2
2161,1
2162,2
2163,1
2164,3
2165,3
2166,2
2167,1
2168,3
2169,1
2170,2
2171,2
2172,1
2173,1
2174,0
2175,1
2176,1
2177,1
2178,1
2179,3
2180,3
2181,2
2182,3
2183,1
2184,2
2185,1
2186,3
2187,0
2188,2
2190,1
2191,1
2192,1
2193,1
2195,1
2196,1
2197,1
2198,2
2199,1
2200,3
2201,0
2202,1
2203,2
2204,1
2205,1
2206,2
2207,3
2208,1
2209,3
2210,0
2211,1
2212,2
2213,0
2214,0
2215,2
2216,1
2217,3
2218,0
2219,3
2220,3
2221,0
2222,3
2223,0
2224,2
2225,2
2226,1
2227,2
2228,0
2229,2
2231,2
2232,1
2233,1
2234,0
2235,1
2236,2
2237,0
2238,2
2239,0
2241,2
2242,1
2244,1
2245,1
2246,2
2247,0
2248,2
2249,2
2250,3
2251,1
2252,2
2253,2
2254,0
2255,0
2256,0
2258,2
2259,1
2260,1
2261,1
2262,2
2263,3
2265,2
2266,0
2267,3
2268,1
2269,1
2270,1
2271,1
2273,1
2274,2
2275,2
2276,1
2277,1
2278,1
2279,1
2280,2
2281,0
2282,0
2283,2
2284,1
2285,2
2286,0
2287,1
2288,2
2289,1
2290,1
2291,0
2292,1
2293,0
2294,1
2295,1
2297,1
2298,2
2299,0
2300,0
2301,2
2302,1
2303,2
2304,0
2305,2
2306,3
2307,1
2308,1
2310,0
2311,0
2312,1
2313,1
2314,1
2315,1
2316,1
2317,2
2318,2
2320,1
2321,1
2322,3
2323,3
2324,2
2325,1
2326,2
2327,1
2329,1
2330,0
2331,2
2332,0
2333,2
2334,1
2335,2
2336,1
2337,0
2338,1
2339,1
2340,3
2341,1
2342,3
2343,1
2344,3
2345,2
2346,2
2347,1
2348,2
2349,1
2350,3
2354,2
2355,2
2356,0
2357,1
2358,1
2359,0
2360,2
2361,1
2362,0
2364,0
2365,0
2366,0
2367,0
2368,2
2369,2
2370,0
2371,1
2372,3
2373,1
2374,2
2375,1
2376,3
2377,2
2378,2
2380,0
2381,0
2382,0
2383,1
2384,3
2385,1
2386,3
2387,1
2388,2
2389,1
2390,0
2391,3
2392,2
2393,1
2394,3
2395,3
2396,2
2397,0
2398,3
2399,2
2400,1
2402,3
2403,3
2404,2
2405,1
2406,1
2407,0
2408,2
2409,1
2410,2
2411,0
2412,1
2413,1
2414,0
2415,3
2416,2
2417,3
2419,1
2420,2
2421,2
2422,1
2423,1
2424,1
2425,3
2426,2
2427,1
2428,3
2429,3
2430,1
2431,1
2433,3
2434,0
2435,0
2436,1
2437,3
2438,3
2439,3
2440,2
2441,0
2442,2
2443,2
2444,1
2445,0
2446,2
2447,1
2448,1
2450,2
2451,1
2452,3
2453,2
2454,1
2455,0
2456,2
2457,1
2458,0
2459,1
2460,2
2461,2
2462,1
2463,3
2464,0
2465,3
2466,2
2467,3
2468,0
2469,0
2470,1
2471,1
2472,0
2473,0
2474,0
2475,3
2476,2
2477,0
2478,3
2479,3
2480,1
2481,2
2482,2
2483,1
2484,3
2485,1
2486,0
2487,1
2488,0
2489,1
2490,3
2491,2
2492,2
2493,1
2494,2
2495,2
2496,3
2497,1
2498,3
2499,1
2500,1
2501,1
2502,2
2503,0
2504,2
2505,2
2506,2
2508,2
2509,0
2510,1
2511,0
2512,1
2513,3
2515,2
2516,2
2517,1
2518,2
2519,0
2520,0
2521,1
2522,2
2523,2
2524,2
2525,3
2526,2
2527,0
2528,0
2529,1
2530,0
2531,2
2532,2
2533,0
2534,1
2535,2
2536,1
2537,2
2538,2
2539,1
2540,2
2541,3
2542,3
2543,1
2544,2
2545,1
2546,0
2547,2
2548,0
2549,1
2550,1
2551,0
2553,3
2554,3
2555,3
2556,1
2558,0
2559,1
2560,2
2561,3
2562,0
2563,1
2564,2
2565,2
2566,0
2567,0
2568,0
2569,3
2570,3
2571,2
2572,2
2573,2
2574,1
2575,3
2576,1
2577,2
2578,2
2579,0
2580,1
2581,1
2582,3
2583,1
2584,0
2585,3
2586,3
2587,0
2588,2
2589,1
2590,2
2591,1
2592,1
2593,0
2594,1
2595,2
2596,0
2597,3
2598,2
2599,1
2600,1
2601,1
2602,0
2603,1
2604,1
2605,1
2606,0
2607,0
2608,1
2609,1
2610,0
2611,1
2612,3
2613,0
2614,3
2615,2
2616,2
2617,2
2618,1
2619,3
2620,1
2621,3
2622,1
2623,1
2624,3
2626,3
2627,3
2628,2
2629,3
2630,3
2631,1
2632,2
2633,1
2634,0
2635,1
2636,0
2638,1
2639,2
2640,1
2641,2
2642,0
2643,1
2644,1
2645,2
2646,2
2647,1
2648,3
2649,0
2650,0
2651,3
2652,2
2653,2
2654,2
2655,1
2656,3
2657,1
2658,2
2659,0
2660,3
2661,2
2662,2
2663,1
2664,1
2665,3
2666,0
2667,2
2668,1
2669,1
2670,2
2671,3
2672,1
2673,0
2674,1
2675,0
2676,0
2677,1
2678,1
2679,1
2680,1
2681,3
2682,2
2683,2
2684,1
2685,1
2686,2
2687,1
2688,2
2689,1
2690,3
2691,3
2692,3
2693,2
2694,3
2695,0
2696,1
2697,1
2698,0
2699,0
2700,2
2701,0
2702,2
2703,1
2704,1
2705,1
2706,1
2707,1
2708,3
2709,2
2710,3
2711,2
2712,0
2713,2
2714,2
2715,3
2716,1
2717,2
2718,1
2719,3
2720,2
2721,0
2722,2
2723,0
2724,1
2725,2
2726,1
2727,2
2728,2
2729,2
2730,0
2731,1
2732,0
2733,1
2734,0
2735,1
2736,3
2737,1
2738,1
2739,2
2740,3
2742,1
2743,1
2744,3
2745,1
2746,1
2747,1
2748,0
2749,1
2750,2
2751,1
2752,3
2754,1
2755,1
2756,3
2757,1
2758,3
2759,3
2760,1
2761,1
2762,0
2763,1
2764,1
2765,2
2766,1
2767,1
2768,3
2769,1
2770,3
2772,2
2773,3
2774,1
2775,2
2776,1
2777,2
2778,3
2779,1
2780,0
2781,1
2782,0
2783,1
2784,1
2785,1
2786,3
2787,1
2788,1
2789,1
2790,1
2791,1
2792,1
2793,1
2794,2
2795,1
2796,0
2797,1
2798,1
2799,1
2800,1
2801,0
2802,3
2803,1
2804,2
2805,2
2806,2
2807,2
2808,3
2809,1
2810,3
2811,0
2812,1
2813,1
2814,0
2815,1
2816,1
2817,1
2818,0
2819,1
2820,3
2821,0
2822,1
2823,1
2824,3
2825,3
2826,3
2827,1
2828,2
2829,0
2830,2
2831,1
2832,0
2833,1
2834,2
2837,0
2838,1
2839,2
2840,2
2842,1
2843,1
2844,1
2845,2
2846,1
2847,1
2848,1
2849,1
2850,2
2851,1
2852,0
2853,3
2854,3
2855,1
2856,0
2857,2
2858,1
2859,3
2860,1
2861,1
2863,1
2864,3
2865,1
2866,1
2867,1
2869,1
2870,0
2871,1
2872,1
2873,0
2874,3
2875,2
2876,2
2877,0
2878,1
2879,1
2880,2
2881,0
2882,2
2883,1
2884,1
2885,0
2886,2
2887,1
2888,2
2889,2
2890,2
2891,0
2892,1
2893,1
2894,2
2895,1
2896,1
2897,2
2898,0
2899,2
2900,2
2901,0
2902,3
2903,1
2904,1
2905,2
2906,1
2907,1
2908,0
2910,0
2911,0
2912,2
2913,3
2915,3
2916,0
2917,1
2919,1
2920,0
2921,2
2922,3
2923,0
2924,1
2925,1
2926,1
2927,1
2928,1
2929,2
2930,3
2931,3
2932,0
2933,3
2934,3
2935,2
2936,1
2937,3
2938,1
2939,2
2940,1
2941,1
2942,2
2943,2
2944,1
2945,1
2946,0
2947,3
2948,1
2949,0
2951,2
2952,0
2953,2
2954,1
2955,2
2956,3
2957,3
2958,1
2959,2
2961,0
2962,0
2963,0
2964,1
2965,0
2966,2
2967,1
2968,1
2970,0
2971,1
2972,0
2973,1
2974,1
2975,1
2976,2
2978,1
2979,1
2980,3
2981,1
2982,3
2983,2
2984,1
2985,1
2986,3
2987,1
2988,1
2989,1
2990,1
2991,2
2992,2
2993,2
2995,1
2996,1
2997,1
2998,0
2999,0
3000,1
3001,2
3002,1
3003,1
3004,3
3005,1
3006,2
3007,1
3009,3
3010,1
3011,1
3012,2
3013,1
3014,1
3015,3
3016,1
3017,1
3018,0
3019,1
3020,1
3021,1
3022,0
3023,0
3025,0
3026,2
3027,2
3028,3
3029,0
3031,2
3032,3
3033,1
3034,3
3035,1
3036,2
3037,0
3038,0
3039,2
3040,2
3041,1
3042,0
3043,2
3044,2
3045,1
3046,1
3047,2
3049,2
3050,1
3051,2
3052,3
3053,1
3054,1
3055,2
3056,2
3057,1
3058,2
3059,2
3060,0
3061,1
3063,2
3064,1
3066,1
3067,1
3068,1
3069,2
3070,3
3071,3
3072,3
3073,0
3074,2
3075,2
3076,3
3078,1
3079,1
3080,1
3081,3
3082,0
3083,1
3084,1
3085,2
3086,3
3087,3
3088,2
3089,2
3090,1
3091,1
3092,3
3093,2
3094,1
3095,2
3096,2
3097,1
3098,0
3100,2
3101,2
3102,3
3103,0
3104,0
3105,3
3106,2
3107,1
3108,2
3109,0
3111,0
3112,0
3113,2
3114,3
3115,0
3116,2
3117,2
3118,2
3119,2
3120,1
3121,0
3122,1
3123,1
3124,2
3125,1
3126,1
3127,3
3128,3
3130,1
3131,1
3132,1
3133,1
3134,0
3135,1
3136,0
3137,1
3138,1
3139,1
3140,1
3141,3
3142,1
3143,1
3144,2
3145,0
3146,1
3147,0
3148,2
3149,1
3150,3
3151,2
3152,3
3153,2
3154,3
3155,1
3156,2
3157,2
3158,1
3160,1
3161,2
3162,2
3163,2
3164,2
3165,1
3166,0
3167,3
3168,1
3169,3
3170,3
3171,1
3172,1
3173,1
3174,0
3175,0
3176,1
3177,2
3178,1
3179,1
